pid,vid,sid,mode,compile,dev_test,reg_test
Compress,16,1,mem,0,0,0
Compress,16,2,mem,0,0,0
Compress,16,3,mem,0,0,0
Compress,16,4,mem,0,0,0
Compress,16,5,mem,0,0,0
Compress,17,1,normal,1,1,1
Compress,17,2,normal,1,1,1
Compress,17,3,normal,1,1,1
Compress,17,4,normal,1,0,0
Compress,17,5,normal,1,1,1
Compress,17,1,time,1,0,1
Compress,17,2,time,1,1,1
Compress,17,3,time,1,1,1
Compress,17,4,time,1,1,1
Compress,17,5,time,1,1,1
Compress,17,1,mem,1,0,0
Compress,17,2,mem,1,1,1
Compress,17,3,mem,1,1,1
Compress,17,4,mem,1,1,1
Compress,17,5,mem,1,0,0
Compress,18,1,normal,1,1,1
Compress,18,2,normal,1,1,1
Compress,18,3,normal,1,1,1
Compress,18,4,normal,1,1,1
Compress,18,5,normal,1,1,1
Compress,18,1,time,1,1,1
Compress,18,2,time,1,1,1
Compress,18,3,time,1,1,1
Compress,18,4,time,0,0,0
Compress,18,5,time,1,1,1
Compress,18,1,mem,0,0,0
Compress,18,2,mem,0,0,0
Compress,18,3,mem,1,1,1
Compress,18,4,mem,0,0,0
Compress,18,5,mem,0,0,0
Compress,19,1,normal,1,1,1
Compress,19,2,normal,1,1,1
Compress,19,3,normal,1,1,1
Compress,19,4,normal,1,1,1
Compress,19,5,normal,1,1,1
Compress,19,1,time,1,0,0
Compress,19,2,time,1,0,0
Compress,19,3,time,1,1,1
Compress,19,4,time,0,0,0
Compress,19,5,time,1,1,1
Compress,19,1,mem,1,1,1
Compress,19,2,mem,1,1,1
Compress,19,3,mem,1,1,1
Compress,19,4,mem,1,1,1
Compress,19,5,mem,1,1,1
Compress,1,1,normal,1,1,1
Compress,1,2,normal,0,0,0
Compress,1,3,normal,0,0,0
Compress,1,4,normal,1,1,1
Compress,1,5,normal,1,1,1
Compress,1,1,time,1,1,1
Compress,1,2,time,1,1,0
Compress,1,3,time,1,1,1
Compress,1,4,time,1,1,0
Compress,1,5,time,1,0,0
Compress,1,1,mem,1,1,1
Compress,1,2,mem,1,1,1
Compress,1,3,mem,1,0,0
Compress,1,4,mem,1,1,1
Compress,1,5,mem,0,0,0
Compress,21,1,normal,1,1,1
Compress,21,2,normal,1,1,1
Compress,21,3,normal,1,1,1
Compress,21,4,normal,1,0,0
Compress,21,5,normal,1,1,1
Compress,21,1,time,1,1,1
Compress,21,2,time,1,1,1
Compress,21,3,time,1,1,1
Compress,21,4,time,1,0,0
Compress,21,5,time,1,1,1
Compress,21,1,mem,1,1,1
Compress,21,2,mem,1,1,1
Compress,21,3,mem,1,0,0
Compress,21,4,mem,1,1,1
Compress,21,5,mem,1,0,0
Compress,23,1,normal,1,1,1
Compress,23,2,normal,1,1,1
Compress,23,3,normal,1,1,1
Compress,23,4,normal,1,1,1
Compress,23,5,normal,1,1,1
Compress,23,1,time,1,1,1
Compress,23,2,time,1,1,1
Compress,23,3,time,1,1,1
Compress,23,4,time,1,1,1
Compress,23,5,time,1,1,1
Compress,23,1,mem,1,1,1
Compress,23,2,mem,1,1,1
Compress,23,3,mem,1,1,1
Compress,23,4,mem,1,1,1
Compress,23,5,mem,1,1,1
Compress,24,1,normal,1,1,1
Compress,24,2,normal,1,1,1
Compress,24,3,normal,1,1,1
Compress,24,4,normal,1,1,1
Compress,24,5,normal,1,1,1
Compress,24,1,time,1,1,1
Compress,24,2,time,1,1,1
Compress,24,3,time,1,1,1
Compress,24,4,time,1,1,1
Compress,24,5,time,0,0,0
Compress,24,1,mem,1,1,1
Compress,24,2,mem,1,1,1
Compress,24,3,mem,1,1,1
Compress,24,4,mem,1,1,1
Compress,24,5,mem,1,1,1
Compress,25,1,normal,1,1,1
Compress,25,2,normal,1,1,1
Compress,25,3,normal,1,1,1
Compress,25,4,normal,1,1,1
Compress,25,5,normal,1,1,1
Compress,25,1,time,1,1,1
Compress,25,2,time,1,1,1
Compress,25,3,time,1,1,1
Compress,25,4,time,1,1,1
Compress,25,5,time,1,1,1
Compress,25,1,mem,1,1,1
Compress,25,2,mem,1,1,1
Compress,25,3,mem,1,1,1
Compress,25,4,mem,0,0,0
Compress,25,5,mem,1,1,1
Compress,26,1,normal,1,1,1
Compress,26,2,normal,1,1,1
Compress,26,3,normal,1,1,1
Compress,26,4,normal,0,0,0
Compress,26,5,normal,1,1,1
Compress,26,1,time,0,0,0
Compress,26,2,time,1,1,1
Compress,26,3,time,1,1,1
Compress,26,4,time,1,1,1
Compress,26,5,time,1,1,1
Compress,26,1,mem,1,1,1
Compress,26,2,mem,1,0,1
Compress,26,3,mem,1,1,1
Compress,26,4,mem,1,1,1
Compress,26,5,mem,1,1,1
Compress,27,1,normal,1,0,1
Compress,27,2,normal,1,0,0
Compress,27,3,normal,1,1,1
Compress,27,4,normal,1,1,1
Compress,27,5,normal,1,0,0
Compress,27,1,time,1,0,0
Compress,27,2,time,1,1,0
Compress,27,3,time,1,1,1
Compress,27,4,time,1,1,1
Compress,27,5,time,1,1,1
Compress,27,1,mem,1,1,1
Compress,27,2,mem,1,0,0
Compress,27,3,mem,1,0,1
Compress,27,4,mem,1,1,1
Compress,27,5,mem,1,1,1
Compress,28,1,normal,1,1,1
Compress,28,2,normal,1,1,1
Compress,28,3,normal,1,1,1
Compress,28,4,normal,1,1,1
Compress,28,5,normal,1,1,1
Compress,28,1,time,1,0,1
Compress,28,2,time,1,1,1
Compress,28,3,time,1,1,1
Compress,28,4,time,1,1,1
Compress,28,5,time,1,1,1
Compress,28,1,mem,1,1,1
Compress,28,2,mem,1,1,1
Compress,28,3,mem,1,1,1
Compress,28,4,mem,1,1,1
Compress,28,5,mem,1,1,1
Compress,30,1,normal,1,1,1
Compress,30,2,normal,1,1,1
Compress,30,3,normal,1,1,1
Compress,30,4,normal,1,1,1
Compress,30,5,normal,1,1,1
Compress,30,1,time,1,1,1
Compress,30,2,time,1,1,1
Compress,30,3,time,1,1,1
Compress,30,4,time,1,1,1
Compress,30,5,time,1,1,1
Compress,30,1,mem,1,1,1
Compress,30,2,mem,1,1,1
Compress,30,3,mem,1,1,1
Compress,30,4,mem,1,1,1
Compress,30,5,mem,1,1,1
Compress,31,1,normal,1,1,1
Compress,31,2,normal,1,1,1
Compress,31,3,normal,1,0,1
Compress,31,4,normal,1,1,1
Compress,31,5,normal,1,0,1
Compress,31,1,time,1,0,1
Compress,31,2,time,1,0,0
Compress,31,3,time,1,0,1
Compress,31,4,time,1,0,1
Compress,31,5,time,1,0,1
Compress,31,1,mem,1,1,1
Compress,31,2,mem,1,0,1
Compress,31,3,mem,1,0,0
Compress,31,4,mem,1,0,0
Compress,31,5,mem,1,1,1
Compress,32,1,normal,1,1,1
Compress,32,2,normal,1,1,1
Compress,32,3,normal,1,1,1
Compress,32,4,normal,1,1,1
Compress,32,5,normal,0,0,0
Compress,32,1,time,0,0,0
Compress,32,2,time,1,0,1
Compress,32,3,time,0,0,0
Compress,32,4,time,0,0,0
Compress,32,5,time,0,0,0
Compress,32,1,mem,1,0,1
Compress,32,2,mem,1,1,1
Compress,32,3,mem,0,0,0
Compress,32,4,mem,0,0,0
Compress,32,5,mem,0,0,0
Compress,36,1,normal,1,0,1
Compress,36,2,normal,1,0,1
Compress,36,3,normal,1,1,1
Compress,36,4,normal,1,1,1
Compress,36,5,normal,1,1,1
Compress,36,1,time,1,1,1
Compress,36,2,time,1,0,1
Compress,36,3,time,1,0,1
Compress,36,4,time,1,0,1
Compress,36,5,time,1,1,1
Compress,36,1,mem,1,0,1
Compress,36,2,mem,1,0,1
Compress,36,3,mem,0,0,0
Compress,36,4,mem,1,1,1
Compress,36,5,mem,1,0,1
Compress,37,1,normal,0,0,0
Compress,37,2,normal,0,0,0
Compress,37,3,normal,0,0,0
Compress,37,4,normal,1,1,1
Compress,37,5,normal,0,0,0
Compress,37,1,time,0,0,0
Compress,37,2,time,0,0,0
Compress,37,3,time,0,0,0
Compress,37,4,time,0,0,0
Compress,37,5,time,0,0,0
Compress,37,1,mem,0,0,0
Compress,37,2,mem,0,0,0
Compress,37,3,mem,0,0,0
Compress,37,4,mem,0,0,0
Compress,37,5,mem,1,0,1
Compress,38,1,normal,1,1,1
Compress,38,2,normal,1,1,1
Compress,38,3,normal,1,1,1
Compress,38,4,normal,1,1,1
Compress,38,5,normal,1,1,1
Compress,38,1,time,1,1,0
Compress,38,2,time,1,1,1
Compress,38,3,time,1,1,1
Compress,38,4,time,1,0,0
Compress,38,5,time,1,1,1
Compress,38,1,mem,1,0,0
Compress,38,2,mem,1,0,0
Compress,38,3,mem,0,0,0
Compress,38,4,mem,1,1,1
Compress,38,5,mem,1,0,1
Compress,41,1,normal,0,0,0
Compress,41,2,normal,1,1,1
Compress,41,3,normal,1,1,1
Compress,41,4,normal,1,1,1
Compress,41,5,normal,1,1,1
Compress,41,1,time,1,0,1
Compress,41,2,time,1,1,1
Compress,41,3,time,1,0,1
Compress,41,4,time,1,1,1
Compress,41,5,time,1,0,1
Compress,41,1,mem,1,1,1
Compress,41,2,mem,1,1,1
Compress,41,3,mem,0,0,0
Compress,41,4,mem,1,1,1
Compress,41,5,mem,1,0,1
Compress,44,1,normal,0,0,0
Compress,44,2,normal,1,1,1
Compress,44,3,normal,1,1,1
Compress,44,4,normal,0,0,0
Compress,44,5,normal,0,0,0
Compress,44,1,time,0,0,0
Compress,44,2,time,0,0,0
Compress,44,3,time,0,0,0
Compress,44,4,time,0,0,0
Compress,44,5,time,0,0,0
Compress,44,1,mem,0,0,0
Compress,44,2,mem,0,0,0
Compress,44,3,mem,0,0,0
Compress,44,4,mem,0,0,0
Compress,44,5,mem,0,0,0
Compress,45,1,normal,1,1,1
Compress,45,2,normal,1,1,1
Compress,45,3,normal,1,1,1
Compress,45,4,normal,1,1,1
Compress,45,5,normal,1,1,1
Compress,45,1,time,0,0,0
Compress,45,2,time,1,1,1
Compress,45,3,time,1,0,0
Compress,45,4,time,1,0,0
Compress,45,5,time,1,0,0
Compress,45,1,mem,1,1,1
Compress,45,2,mem,1,1,1
Compress,45,3,mem,1,1,1
Compress,45,4,mem,1,1,1
Compress,45,5,mem,1,1,1
Compress,46,1,normal,1,1,1
Compress,46,2,normal,1,1,1
Compress,46,3,normal,1,1,1
Compress,46,4,normal,1,0,0
Compress,46,5,normal,1,1,1
Compress,46,1,time,1,1,1
Compress,46,2,time,1,1,1
Compress,46,3,time,1,1,1
Compress,46,4,time,1,1,1
Compress,46,5,time,1,0,0
Compress,46,1,mem,1,1,1
Compress,46,2,mem,1,1,1
Compress,46,3,mem,1,1,1
Compress,46,4,mem,1,0,0
Compress,46,5,mem,1,1,1
Compress,5,1,normal,1,1,1
Compress,5,2,normal,1,1,1
Compress,5,3,normal,1,1,1
Compress,5,4,normal,1,1,1
Compress,5,5,normal,1,1,1
Compress,5,1,time,1,1,1
Compress,5,2,time,1,1,1
Compress,5,3,time,0,0,0
Compress,5,4,time,1,1,1
Compress,5,5,time,1,0,1
Compress,5,1,mem,1,0,1
Compress,5,2,mem,1,1,1
Compress,5,3,mem,1,1,1
Compress,5,4,mem,1,1,1
Compress,5,5,mem,1,1,1
Compress,7,1,normal,1,1,1
Compress,7,2,normal,1,1,1
Compress,7,3,normal,1,1,1
Compress,7,4,normal,0,0,0
Compress,7,5,normal,1,1,1
Compress,7,1,time,0,0,0
Compress,7,2,time,1,1,1
Compress,7,3,time,0,0,0
Compress,7,4,time,1,1,1
Compress,7,5,time,1,1,1
Compress,7,1,mem,1,1,1
Compress,7,2,mem,1,1,1
Compress,7,3,mem,0,0,0
Compress,7,4,mem,1,1,1
Compress,7,5,mem,1,1,1
Compress,8,1,normal,1,1,1
Compress,8,2,normal,1,1,1
Compress,8,3,normal,1,0,0
Compress,8,4,normal,1,1,1
Compress,8,5,normal,1,1,1
Compress,8,1,time,1,1,1
Compress,8,2,time,1,0,0
Compress,8,3,time,1,0,0
Compress,8,4,time,1,0,1
Compress,8,5,time,1,1,1
Compress,8,1,mem,1,1,1
Compress,8,2,mem,0,0,0
Compress,8,3,mem,1,0,0
Compress,8,4,mem,1,0,1
Compress,8,5,mem,1,0,1
Csv,10,1,normal,1,1,1
Csv,10,2,normal,1,1,1
Csv,10,3,normal,1,1,1
Csv,10,4,normal,1,1,1
Csv,10,5,normal,1,1,1
Csv,10,1,time,1,1,1
Csv,10,2,time,1,1,1
Csv,10,3,time,1,1,1
Csv,10,4,time,1,1,1
Csv,10,5,time,1,1,1
Csv,10,1,mem,1,1,1
Csv,10,2,mem,1,1,1
Csv,10,3,mem,1,1,1
Csv,10,4,mem,1,1,1
Csv,10,5,mem,0,0,0
Csv,11,1,normal,1,0,1
Csv,11,2,normal,0,0,0
Csv,11,3,normal,0,0,0
Csv,11,4,normal,1,1,1
Csv,11,5,normal,0,0,0
Csv,11,1,time,1,1,1
Csv,11,2,time,1,1,1
Csv,11,3,time,1,1,1
Csv,11,4,time,0,0,0
Csv,11,5,time,0,0,0
Csv,11,1,mem,0,0,0
Csv,11,2,mem,0,0,0
Csv,11,3,mem,0,0,0
Csv,11,4,mem,0,0,0
Csv,11,5,mem,0,0,0
Csv,12,1,normal,0,0,0
Csv,12,2,normal,0,0,0
Csv,12,3,normal,0,0,0
Csv,12,4,normal,0,0,0
Csv,12,5,normal,0,0,0
Csv,12,1,time,1,1,1
Csv,12,2,time,0,0,0
Csv,12,3,time,0,0,0
Csv,12,4,time,0,0,0
Csv,12,5,time,0,0,0
Csv,12,1,mem,0,0,0
Csv,12,2,mem,0,0,0
Csv,12,3,mem,0,0,0
Csv,12,4,mem,0,0,0
Csv,12,5,mem,0,0,0
Csv,14,1,normal,1,0,0
Csv,14,2,normal,1,1,1
Csv,14,3,normal,1,1,1
Csv,14,4,normal,1,1,1
Csv,14,5,normal,1,1,1
Csv,14,1,time,1,1,1
Csv,14,2,time,1,1,1
Csv,14,3,time,1,1,1
Csv,14,4,time,1,1,1
Csv,14,5,time,1,1,1
Csv,14,1,mem,1,0,0
Csv,14,2,mem,1,1,1
Csv,14,3,mem,1,0,0
Csv,14,4,mem,1,0,0
Csv,14,5,mem,1,0,0
Csv,15,1,normal,1,1,1
Csv,15,2,normal,1,1,1
Csv,15,3,normal,1,1,1
Csv,15,4,normal,1,1,1
Csv,15,5,normal,1,0,1
Csv,15,1,time,1,0,1
Csv,15,2,time,1,0,1
Csv,15,3,time,1,1,1
Csv,15,4,time,1,1,1
Csv,15,5,time,1,0,0
Csv,15,1,mem,1,0,1
Csv,15,2,mem,1,0,1
Csv,15,3,mem,1,1,1
Csv,15,4,mem,1,1,1
Csv,15,5,mem,1,1,1
Csv,1,1,normal,1,1,1
Csv,1,2,normal,1,1,1
Csv,1,3,normal,1,1,1
Csv,1,4,normal,1,1,1
Csv,1,5,normal,1,1,1
Csv,1,1,time,1,1,1
Csv,1,2,time,1,1,1
Csv,1,3,time,1,1,1
Csv,1,4,time,1,1,1
Csv,1,5,time,1,0,1
Csv,1,1,mem,1,1,1
Csv,1,2,mem,1,1,1
Csv,1,3,mem,1,0,1
Csv,1,4,mem,1,1,1
Csv,1,5,mem,1,1,1
Csv,2,1,normal,1,0,0
Csv,2,2,normal,1,1,1
Csv,2,3,normal,1,1,1
Csv,2,4,normal,1,0,0
Csv,2,5,normal,1,1,1
Csv,2,1,time,1,1,1
Csv,2,2,time,1,1,0
Csv,2,3,time,1,0,0
Csv,2,4,time,1,0,0
Csv,2,5,time,1,1,0
Csv,2,1,mem,1,1,0
Csv,2,2,mem,1,1,0
Csv,2,3,mem,1,1,1
Csv,2,4,mem,1,0,0
Csv,2,5,mem,1,1,0
Csv,3,1,normal,0,0,0
Csv,3,2,normal,1,1,1
Csv,3,3,normal,0,0,0
Csv,3,4,normal,1,1,1
Csv,3,5,normal,1,1,1
Csv,3,1,time,1,0,0
Csv,3,2,time,1,1,1
Csv,3,3,time,0,0,0
Csv,3,4,time,1,1,1
Csv,3,5,time,0,0,0
Csv,3,1,mem,1,0,0
Csv,3,2,mem,1,0,0
Csv,3,3,mem,0,0,0
Csv,3,4,mem,0,0,0
Csv,3,5,mem,0,0,0
Csv,4,1,normal,0,0,0
Csv,4,2,normal,0,0,0
Csv,4,3,normal,0,0,0
Csv,4,4,normal,0,0,0
Csv,4,5,normal,0,0,0
Csv,4,1,time,0,0,0
Csv,4,2,time,0,0,0
Csv,4,3,time,0,0,0
Csv,4,4,time,0,0,0
Csv,4,5,time,0,0,0
Csv,4,1,mem,0,0,0
Csv,4,2,mem,0,0,0
Csv,4,3,mem,0,0,0
Csv,4,4,mem,0,0,0
Csv,4,5,mem,0,0,0
Csv,5,1,normal,1,1,1
Csv,5,2,normal,1,1,1
Csv,5,3,normal,1,1,1
Csv,5,4,normal,1,1,1
Csv,5,5,normal,1,1,1
Csv,5,1,time,1,1,1
Csv,5,2,time,1,1,1
Csv,5,3,time,1,1,1
Csv,5,4,time,1,1,1
Csv,5,5,time,1,1,1
Csv,5,1,mem,1,1,1
Csv,5,2,mem,1,1,1
Csv,5,3,mem,1,1,1
Csv,5,4,mem,1,1,1
Csv,5,5,mem,0,0,0
Csv,6,1,normal,1,1,1
Csv,6,2,normal,1,1,1
Csv,6,3,normal,1,1,1
Csv,6,4,normal,1,1,1
Csv,6,5,normal,1,1,1
Csv,6,1,time,1,1,1
Csv,6,2,time,1,1,1
Csv,6,3,time,1,1,1
Csv,6,4,time,1,1,1
Csv,6,5,time,1,0,1
Csv,6,1,mem,1,1,1
Csv,6,2,mem,1,1,1
Csv,6,3,mem,1,1,1
Csv,6,4,mem,1,1,1
Csv,6,5,mem,1,1,1
Csv,9,1,normal,1,1,1
Csv,9,2,normal,1,1,1
Csv,9,3,normal,1,1,1
Csv,9,4,normal,1,1,1
Csv,9,5,normal,1,1,1
Csv,9,1,time,1,1,1
Csv,9,2,time,1,1,1
Csv,9,3,time,1,1,1
Csv,9,4,time,1,1,1
Csv,9,5,time,1,1,1
Csv,9,1,mem,1,0,0
Csv,9,2,mem,1,1,1
Csv,9,3,mem,1,1,1
Csv,9,4,mem,1,1,1
Csv,9,5,mem,1,1,1
Jsoup,10,1,normal,0,0,0
Jsoup,10,2,normal,1,1,1
Jsoup,10,3,normal,1,1,1
Jsoup,10,4,normal,1,1,1
Jsoup,10,5,normal,1,1,1
Jsoup,10,1,time,1,0,1
Jsoup,10,2,time,1,0,1
Jsoup,10,3,time,1,1,1
Jsoup,10,4,time,0,0,0
Jsoup,10,5,time,1,0,1
Jsoup,10,1,mem,1,1,1
Jsoup,10,2,mem,0,0,0
Jsoup,10,3,mem,0,0,0
Jsoup,10,4,mem,0,0,0
Jsoup,10,5,mem,1,0,1
Jsoup,13,1,normal,1,0,1
Jsoup,13,2,normal,1,1,1
Jsoup,13,3,normal,1,0,1
Jsoup,13,4,normal,1,1,1
Jsoup,13,5,normal,1,1,1
Jsoup,13,1,time,1,1,1
Jsoup,13,2,time,1,1,1
Jsoup,13,3,time,1,0,1
Jsoup,13,4,time,1,1,1
Jsoup,13,5,time,1,0,1
Jsoup,13,1,mem,1,1,1
Jsoup,13,2,mem,1,0,1
Jsoup,13,3,mem,1,0,1
Jsoup,13,4,mem,1,0,1
Jsoup,13,5,mem,1,0,1
Jsoup,17,1,normal,0,0,0
Jsoup,17,2,normal,0,0,0
Jsoup,17,3,normal,0,0,0
Jsoup,17,4,normal,0,0,0
Jsoup,17,5,normal,0,0,0
Jsoup,17,1,time,0,0,0
Jsoup,17,2,time,0,0,0
Jsoup,17,3,time,0,0,0
Jsoup,17,4,time,0,0,0
Jsoup,17,5,time,1,1,1
Jsoup,17,1,mem,0,0,0
Jsoup,17,2,mem,0,0,0
Jsoup,17,3,mem,0,0,0
Jsoup,17,4,mem,0,0,0
Jsoup,17,5,mem,0,0,0
Jsoup,19,1,normal,1,1,1
Jsoup,19,2,normal,1,1,1
Jsoup,19,3,normal,1,1,1
Jsoup,19,4,normal,1,1,1
Jsoup,19,5,normal,1,1,1
